code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
000037.XSHE,2017/3/28,-10.78,-10.6472,11.81,4.44,114.35,109.0328,-4.8391,30.6299,370.1381,4.112,123.4789,428.2781,370.1381,0.4328,9.6402,10.2907,-5.4569,104.9966,-4.4382,159.54,215.5392,-918.0142,16.7536,-27.7802,16.7536,-27.7802,285.8034,14955.4727,291.1287,8561.2764,343.9893,17892.1895,-1,-1,-1
000037.XSHE,2017/4/25,5.61,5.6093,3.77,4.66,19.64,-1.4198,-1.4953,-0.8653,-10.5504,2.7925,110.7939,-10.9501,-10.5504,0.2557,7.1514,5.6697,103.23,1.4934,105.3123,105.315,-66.8707,619.5219,30.4398,-13.2677,30.4398,-13.2677,45.1534,-102.2175,45.9388,-102.4722,40.8237,-101.9979,-1,-1,-1
000037.XSHE,2017/8/8,4.7245,4.7928,3.2698,3.7991,-9.781,0.2482,0.1945,0.0904,0.5264,6.5499,99.5832,0.9524,0.5264,0.1079,3.3193,2.4552,65.2955,-14.7472,78.38,102.8479,26.6516,6394.5337,22.2556,73.8663,22.2556,73.8663,120.0269,115.1216,116.8889,108.6748,146.7953,117.3781,-1,-1,-1
000038.XSHE,2017/4/15,135.84,2552.1462,3.14,19.56,8.12,2.4967,2.4082,1.9489,31.9849,50.8104,62.726,38.0985,31.9849,2.2203,4.388,-0.7139,97.4763,2.1562,96.4567,88.5951,37.5956,100.8629,166.048,48.6676,166.048,48.6676,1165.5095,340.483,1786.7111,487.7507,2481.27,505.2382,-1,-1,-1
000038.XSHE,2017/4/29,110.95,2123.2097,2.57,15.98,6.63,1.8415,1.7709,1.5087,20.8332,33.1585,71.8627,27.0832,20.8332,0.8672,3.8165,-4.123,103.861,-3.891,96.1623,59.2069,-0.6283,-2.2329,174.3485,18.0798,174.3485,18.0798,149.6425,-16.0604,164.169,-23.0892,164.7883,-24.3696,-1,-1,-1
000039.XSHE,2017/3/28,733.97,22.0597,1.57,0.91,-1270.78,2.5516,3.1669,0.8497,6.3807,18.8076,100.0162,4.4956,6.3807,3.419,7.6923,1.7534,-0.182,50.7195,124.1155,52.4783,9.941,-61385.6797,20.2344,40.9909,20.2344,40.9909,22.0834,83.8375,139.7687,316.6613,141.4751,287.091,-1,1,1
000039.XSHE,2017/4/28,88.88,88.8823,1.64,0.94,15.58,1.7225,1.5299,0.487,4.2141,18.3325,94.6113,5.694,4.2141,3.7856,6.5837,1.9028,89.6589,5.0804,88.8201,98.4607,0.6504,12.0705,40.947,-9.0089,40.947,-9.0089,41.9734,15.246,28.1204,-39.9052,24.178,-30.1128,-1,-1,-1
000040.XSHE,2017/2/21,100.03,264.8505,1.48,4.8,1.39,0.4038,-0.0339,0.2383,3.1844,10.9754,101.374,2.4685,3.1844,1.2865,3.1237,6.0245,-45.4548,127.1202,-8.3884,103.8374,39.7227,-2891.0815,41.3038,26.653,41.3038,26.653,-30.1897,-53.6063,44.4684,-12.8734,44.6265,-12.8704,-1,1,1
000040.XSHE,2017/4/29,100.19,100.1854,1.6,4.66,2.99,0.3284,0.341,0.2071,4.37,17.14,93.6208,6.3948,4.2781,1.4353,4.084,4.9541,103.282,0.253,103.8205,99.1237,29.1413,447.2178,39.5702,-39.2986,36.637,-40.5743,15.8697,57.2503,20.5709,-18.4491,20.6227,-18.4418,-1,-1,-1
000042.XSHE,2017/4/29,196.24,33.5417,2.37,1.85,14.72,3.087,2.9746,0.5072,5.5378,34.0834,91.0427,8.7847,5.5378,5.6891,4.6808,4.2339,101.9638,-1.9646,96.3596,93.0571,-25.3617,-283.1404,44.6026,33.7482,44.6026,33.7482,267.6989,64.7687,1232.3539,208.1219,1430.8702,221.5368,-1,-1,-1
000042.XSHE,2017/4/29,196.24,33.5417,2.37,1.85,14.72,0.4383,0.4124,0.0754,2.1336,23.3655,97.8682,3.6714,2.1336,2.1026,5.0692,9.4708,55.116,39.8073,94.0893,199.7715,20.0228,939.2638,-42.7105,-60.189,-42.7105,-60.189,-54.5389,-83.3618,-45.3243,-84.6616,-42.2479,-85.5172,-1,-1,-1
000043.XSHE,2017/3/9,15.04,20.3803,2.1,1.25,25.74,4.7034,-5.6374,0.8179,8.4865,19.854,110.1368,13.2537,8.4865,6.9681,4.0457,7.1033,-74.8565,172.73,-119.8594,112.3495,43.7854,-431.945,-9.2028,60.1314,-9.2028,60.1314,-61.1241,888.1605,-66.6805,511.9187,-67.1146,734.5891,-1,-1,-1
000043.XSHE,2017/4/27,50.25,50.2522,1.99,1.28,14.88,-1.8925,-1.9344,-0.3421,-7.0326,22.3188,105.4516,-5.9797,-7.0326,2.6578,11.4559,10.0995,93.9799,9.1044,102.2115,133.5067,56.1239,-1029.4951,-14.1116,-54.4998,-14.1116,-54.4998,65.2005,-120.5285,59.7415,-137.7051,51.1558,-140.7961,-1,-1,-1
000043.XSHE,2017/8/12,26.3977,39.5075,1.6109,1.0356,65.6977,-1.6206,-0.7889,-0.2737,-3.8812,19.4267,100.4028,-0.4946,-3.8812,2.6964,7.173,6.4745,13.0115,2.9667,48.6793,109.1522,66.3636,-16477.1875,-10.9785,35.6067,-10.9785,35.6067,-103.3903,88.7838,-131.0777,25.1604,-139.9874,16.376,-1,-1,-1
000045.XSHE,2017/3/31,-148.38,834.5435,3.5,6.51,-157.96,-1.5619,-1.8676,-1.0103,-10.2376,4.88,111.9326,-11.6051,-10.2376,0.9551,9.4278,-3.3623,122.1716,-3.3525,119.5714,96.127,-1.9706,16.5147,19.9715,11.3247,19.9715,11.3247,-402.1319,-56.1954,-1605.3044,-56.0234,-1605.3044,-56.0234,-1,-1,-1
000045.XSHE,2017/4/29,-73.83,-73.8274,2.75,5.38,35.51,0.1837,-0.0976,0.0263,0.3993,6.945,102.8716,0.1542,0.3993,0.7832,7.4115,-1.3742,-178.0911,187.6517,-53.1309,122.2492,-68.2012,2375.0586,3.8437,-19.9626,3.8437,-19.9626,105.2031,101.0632,110.6152,103.1218,141.9866,112.3477,1,1,1
000046.XSHE,2017/4/25,19.24,23.8953,2.87,2,49.84,7.2375,1.2283,0.7918,30.8501,31.3479,96.9915,14.5176,20.684,1.2751,20.4872,9.5496,11.9453,45.6981,16.9716,80.716,-72.8384,-1623.2864,-6.9134,-14.2898,-20.2127,-23.9214,-33.5907,-30.7741,24.8981,36.3701,43.3606,36.2271,-1,-1,-1
000046.XSHE,2017/4/29,18.91,23.3295,2.82,1.96,48.98,2.3457,2.3434,0.2506,22.7762,36.4726,94.9571,17.1587,12.76,1.1315,23.8919,16.1121,29.3399,70.49,99.9035,45.344,-673.8912,-7486.4771,-33.5455,-43.611,-53.4588,-52.882,145.9641,-33.3525,144.1215,-65.2135,137.0128,-65.7211,-1,-1,-1
000048.XSHE,2017/4/27,225.37,72.6426,19.61,8.67,-27.47,-3.2495,-2.7727,-1.5687,-8.2717,15.4151,108.6674,-8.7432,-8.2717,5.3111,12.4345,0.4142,87.3286,0.7633,85.3266,110.68,-22.0666,254.5932,-28.4154,-17.438,-28.4154,-17.438,-407.4113,-115.1962,-195.1757,-261.5462,-167.7543,-256.1726,-1,-1,-1
000048.XSHE,2017/4/29,197.67,63.7155,17.2,7.61,-24.09,-2.562,-1.9715,-0.9369,-6.3814,13.4243,106.0219,-6.075,-6.3814,5.7066,13.3245,0.1606,76.038,0.6707,76.9503,97.9469,-45.3016,752.2825,-4.6871,-17.8641,-4.6871,-17.8641,-249.5041,42.9295,-321.6685,36.6343,-346.5326,23.4692,-1,-1,-1
000049.XSHE,2017/3/13,44.98,37.4875,8.3,1.08,-721.76,11.1417,10.471,3.8361,5.433,10.3642,94.0311,6.3011,5.433,0.6698,3.0623,-0.169,93.3084,5.1925,93.9803,89.2574,0.452,7.5722,32.5272,42.0699,32.5272,42.0699,129.6623,105.8432,149.1398,141.0733,113.2025,100.6085,-1,1,1
000049.XSHE,2017/4/20,41.32,41.3219,9.13,1.21,-185.25,5.8005,5.8255,1.8837,3.909,9.8254,94.6363,5.2908,3.909,0.8411,3.5148,-0.0044,101.092,-1.3748,100.43,134.8162,13.5263,252.1803,50.4041,-31.8283,50.4041,-31.8283,88.4254,-42.7586,81.0834,-50.9509,77.5396,-43.4053,1,1,1
000049.XSHE,2017/8/15,37.2534,41.6515,9.069,1.1203,70.391,3.7208,3.4209,1.1976,2.2418,8.0907,96.988,3.114,2.2418,0.869,4.4719,-0.1883,94.0605,3.1856,91.9404,94.5525,-13.0198,-432.2669,60.5998,3.9519,60.5998,3.9519,28.259,-38.8172,26.4393,-40.3846,34.9118,-34.1036,-1,-1,-1
000050.XSHE,2017/3/3,44.41,47.5389,1.94,2.51,10.77,1.3994,1.0712,0.8938,6.419,21.234,92.8534,7.0892,6.419,2.9127,13.6567,-4.6076,86.437,-0.6934,76.5465,47.4287,46.8339,655.334,9.2279,7.2004,9.2279,7.2004,1930.0918,152.9113,-13.7831,69.4968,-11.3928,69.4968,-1,-1,-1
000050.XSHE,2017/4/25,42.12,42.1183,1.74,2.23,-8.34,1.6221,0.8341,1.0134,7.7563,23.0537,95.1447,4.7951,7.7563,2.7769,11.6598,2.3046,53.5487,-0.6634,51.4222,95.5475,-32.1042,-661.223,18.402,-2.7041,18.402,-2.7041,705.4273,-34.1895,147.7174,17.5666,147.7174,17.5666,1,1,1
000055.XSHE,2017/3/21,71.56,100.2622,5.9,4.38,22.51,27.9052,24.9765,8.521,22.2375,52.1777,73.0452,29.6253,22.2375,0.8445,2.2759,0.1597,90.3466,8.9508,89.5048,37.9733,0.514,1.9068,247.8858,236.517,247.8858,236.517,12080.6377,1030.6281,6788.6055,816.688,1534.2456,855.3177,-1,-1,-1
000055.XSHE,2017/4/25,16.34,16.3369,4.82,2.71,16.57,2.8251,2.6706,1.0133,11.7718,31.1986,85.3299,14.9024,11.7718,1.7714,6.5855,2.2477,95.2201,1.5082,94.531,149.0328,-0.845,-5.76,22.2644,-76.7099,22.2644,-76.7099,277.7829,-88.2843,252.9275,-87.671,205.3761,-88.3914,-1,-1,-1
000055.XSHE,2017/8/1,11.5892,12.3459,3.9957,2.0001,14.7613,6.7513,6.507,2.4931,19.3668,38.4154,76.0377,24.7184,19.3668,1.5708,4.0229,1.5742,95.6723,3.0189,96.3814,103.2534,26.6424,111.1845,52.8935,44.0448,52.8935,44.0448,540.4513,138.9249,442.4188,136.9807,417.4568,136.4904,-1,-1,-1
000056.XSHE,2017/4/25,187.22,396.6133,3.06,51.41,28.14,0.7604,0.225,0.4054,39.5181,68.486,62.2595,47.1351,39.5181,4.7552,24.2319,-3.0911,109.3209,27.2127,29.5886,106.0275,-45.2533,-119.9065,28.6737,34.2581,28.6737,34.2581,337.0183,2801.623,401.9027,74.2576,366.6348,62.0128,-1,-1,-1
000056.XSHE,2017/4/25,178.23,385.8374,2.92,48.94,26.79,1.0131,1.0535,0.5808,45.2727,80.539,72.0295,52.5538,45.2727,1.7049,12.1851,37.5376,54.7126,48.0869,103.994,43.0982,-32.0881,-114.7211,107.2651,30.1189,107.2651,30.1189,268.7587,45.0775,204.7943,49.067,155.9058,34.6162,-1,-1,-1
000058.XSHE,2017/4/18,117.09,116.596,5.83,11.29,169.05,4.2922,-0.9799,3.0459,45.2504,13.8639,105.5949,43.0502,38.7331,8.3658,17.7333,0.7245,-11.7105,101.817,-22.8295,132.0589,-21.5013,328.9487,-4.7774,32.7725,-1.139,22.0497,39.1839,219.567,85.6009,267.1458,103.6526,323.2975,-1,-1,-1
000058.XSHE,2017/4/29,166.23,166.4361,8.27,16.03,240,1.8978,1.8263,0.8095,12.6654,28.2695,83.0736,17.0908,12.1386,1.9852,8.8916,1.4333,96.1615,0.9341,96.234,136.1045,13.9333,78.8936,-27.0075,66.5514,-27.5966,86.4837,-45.7845,-33.8798,-65.9638,-47.8042,-65.3883,-51.5806,-1,-1,-1
000059.XSHE,2017/4/18,13.76,57.9075,1.91,0.66,-108.39,6.0749,6.6341,2.0563,7.6396,31.942,90.2977,11.0591,7.6396,0.7094,-0.9478,2.486,98.6328,13.7924,109.2044,120.1777,14.4806,149.2482,-0.3885,12.2838,-0.3885,12.2838,307.9893,243.1916,163.7162,135.6237,180.2695,134.6038,-1,-1,-1
000059.XSHE,2017/4/29,13.69,58.2482,1.9,0.66,-107.85,4.1162,3.8378,1.45,5.9764,23.828,92.2424,8.2193,5.9764,1.0457,7.3279,1.8254,95.5953,5.6894,93.2368,110.6926,-8.259,-106.463,23.0847,-8.18,23.0847,-8.18,30.7189,-31.7575,-1.7615,-28.1692,-2.6234,-28.7763,-1,1,1
000059.XSHE,2017/8/16,8.9386,8.8787,1.4872,0.5238,-10.2359,3.4187,3.7688,1.2815,5.1727,21.1928,92.4284,7.8671,5.1727,1.0947,1.8262,2.0591,96.8785,3.782,110.241,119.4039,14.2433,188.1153,15.9251,0.6774,15.9251,0.6774,9.9225,-3.6366,-10.433,-12.8621,-14.3804,-15.1081,-1,-1,-1
000060.XSHE,2017/4/1,93.8,122.7729,3.25,1.49,44.72,2.0852,1.4487,0.9977,4.1793,15.0658,94.3477,4.4242,4.1717,1.956,3.8305,1.2144,100.0072,-21.73,69.476,108.07,16.301,287.8693,-27.0033,-23.2873,-27.0469,-23.3071,8974.958,10.3922,10.5221,31.4345,59.5865,32.4474,-1,-1,-1
000060.XSHE,2017/4/29,93.46,122.6628,3.21,1.49,44.56,2.7998,2.6435,1.3045,4.6846,11.258,94.5074,6.0393,4.6742,1.3906,2.3856,1.2051,89.6676,8.9257,94.4172,111.4635,6.2933,114.3262,61.9365,19.0493,61.8217,19.0036,501.6346,62.5108,512.4477,33.391,513.4896,37.2912,-1,1,1
000061.XSHE,2017/4/24,111.28,1021.2269,4.21,10.99,55.9,-2.5579,-2.7456,-0.8878,-26.4635,23.7698,132.6125,-23.4692,-26.4635,17.0375,21.5459,14.2729,167.8036,-47.0457,107.3353,115.6572,-20.6194,63.2254,25.2926,21.4403,25.2926,21.4403,-77.2124,-155.1772,-244.1263,-179.8439,-386.7198,-169.1454,-1,-1,-1
000061.XSHE,2017/4/24,99.28,908.9498,3.76,9.81,49.88,0.1029,-0.5163,0.1429,4.2806,34.0754,100.736,8.2211,4.2806,6.5214,14.7282,9.298,-7.2977,88.8102,-501.9311,97.0503,30.3138,-4118.5903,21.8205,1.3053,21.8205,1.3053,71.1652,135.4865,77.7996,116.3868,21.3146,103.9727,-1,-1,-1
000062.XSHE,2017/3/9,47.98,54.5626,5.32,4.08,240.67,4.0254,3.9496,2.5486,9.8772,19.3728,91.3338,10.9937,9.8772,7.1549,2.1497,-0.1946,76.5843,20.5683,98.117,96.3709,-13.6441,-157.4405,50.6925,9.8887,50.6925,9.8887,-4.1884,12.6706,10.1991,23,2.3557,12.0391,-1,1,1
000062.XSHE,2017/4/20,43.95,43.9537,4.7,3.38,-49.97,1.9517,1.8911,1.1532,6.4786,19.6524,91.1243,8.7208,6.4786,4.3601,3.8333,1.3021,99.0371,-1.7287,96.8943,131.1219,30.0785,338.8848,22.4972,-27.0319,22.4972,-27.0319,23.3755,-42.1176,36.303,-52.1393,33.2787,-49.9455,1,1,1
000062.XSHE,2017/8/18,42.9594,44.9361,4.8888,3.3135,-68.8428,2.9033,2.9546,1.7279,7.0101,17.01,91.5081,9.3915,7.0101,4.38,2.5497,0.6047,91.4041,6.4274,101.7662,82.7852,-1.3194,-15.5376,49.81,46.5483,49.81,46.5483,67.4951,57.8194,80.1246,58.5713,66.7786,49.3272,-1,-1,-1
000063.XSHE,2017/3/24,19.1,20.7963,2.09,0.64,12.86,-17.9613,-0.0742,-3.5209,-16.2766,28.6687,101.7989,0.7186,-16.2766,12.1337,1.9025,0.2259,10.7735,-15.0769,0.413,90.6018,13.6199,-757.1305,-6.2974,24.6253,-6.2974,24.6253,265.7389,-53.3442,-671.5797,-491.6841,-964.0487,-577.4694,-1,1,1
000063.XSHE,2017/4/18,-30.11,-30.1146,2.69,0.7,20.68,4.496,3.9615,0.9316,5.1174,32.1995,97.0254,2.9678,5.1174,10.7508,2.7266,-0.0609,44.2163,-0.1005,88.1123,104.6268,-3.7723,-126.8172,17.7784,-13.2278,17.7784,-13.2278,143.144,258.393,24.1531,127.2813,27.814,123.2656,1,1,1
000065.XSHE,2017/4/29,50.08,63.5241,6.64,2.34,33.8,11.4521,7.5444,3.4121,6.798,13.197,92.1845,8.0516,6.798,4.7091,2.3519,-1.8333,94.9435,2.868,65.8777,81.5639,-0.7962,-10.1878,-14.9145,395.8537,-14.9145,395.8537,47.0145,645.8992,47.982,661.9624,52.5776,512.6835,-1,-1,-1
000065.XSHE,2017/4/29,66.62,83.9175,8.83,3.11,44.96,2.1691,2.1464,0.5658,3.0788,9.8752,96.4603,3.7397,3.0788,3.3745,1.4652,-0.2458,93.4973,5.2811,98.9509,104.5924,43.7526,1236.045,19.7932,-57.7126,19.7932,-57.7126,36.7763,-80.359,27.0569,-80.8484,43.375,-76.8142,-1,-1,-1
000066.XSHE,2017/4/29,126.45,-464.2469,6.15,0.23,-67.54,0.2308,-4.2804,0.1593,0.3238,9.0282,101.0967,0.6644,0.3238,3.5207,3.607,2.1648,-95.7248,153.7213,-1854.9722,119.1126,3.5037,-319.4794,-6.17,13.36,-6.17,13.36,-64.3095,-37.1525,-83.4176,-51.5348,-93.8968,-81.645,-1,-1,-1
000066.XSHE,2017/4/29,229.46,-833.6934,11.17,0.42,-122.56,3.2229,2.4978,0.6654,7.594,21.4457,93.1037,7.3659,7.594,3.0751,9.9913,0.2756,75.6089,5.1486,77.5034,86.4613,-19.3677,-280.8419,-85.575,-87.8785,-85.575,-87.8785,527.1644,34.3776,648.3444,184.3021,213.5227,2294.2805,-1,-1,-1
000068.XSHE,2017/3/22,-3272.7,1195.5581,14.74,38.17,252.94,6.8229,5.8952,4.0922,20.7264,47.4998,71.122,28.3963,20.7264,2.6077,14.8737,-2.9549,101.0728,-1.6862,86.4027,87.1058,55.4086,191.8711,52.243,377.6652,52.243,377.6652,60.1951,702.2661,18.842,639.7486,44.0886,639.4564,-1,-1,-1
000068.XSHE,2017/4/20,762.94,762.9376,12.19,25.58,23.5,-2.3846,-2.5743,-1.1365,-79.7093,33.0711,170.3646,-82.9875,-79.7093,9.5463,80.1253,14.0348,85.1666,15.2783,107.9525,124.4744,-409.8303,582.4382,8.718,-90.3133,8.718,-90.3133,-5.2153,-128.3093,-8.1768,-137.2531,-13.27,-135.7169,-1,-1,-1
000069.XSHE,2017/4/8,11.4,12.2891,1.46,1.71,34.36,9.5229,7.7985,2.9576,25.3881,61.0624,73.1682,27.9972,25.3881,3.2119,4.1759,2.0063,80.8106,3.5098,81.8924,72.069,-35.1908,-131.1532,11.0245,116.4991,11.0245,116.4991,51.8894,175.4601,75.103,191.8995,84.7698,196.9883,1,1,1
000069.XSHE,2017/4/26,9.14,9.1421,1.51,1.69,35.63,1.7143,1.7018,0.5339,13.1967,45.5734,82.7987,18.3492,13.1967,3.0125,5.9521,4.5563,93.1227,6.2146,99.2707,138.27,-122.0201,-709.3659,11.9092,-62.5386,11.9092,-62.5386,22.0405,-75.448,26.9232,-80.5276,25.9836,-80.9391,-1,1,1
000070.XSHE,2017/4/11,48.48,86.2321,4.75,1.98,39.33,4.1854,3.7527,1.6818,6.1973,20.0097,94.0891,5.9853,6.1973,3.5536,7.2785,0.8334,86.9683,1.0946,89.6623,98.6474,25.3809,429.3931,81.8176,21.1501,81.8176,21.1501,91.1642,39.4065,83.8938,49.5827,82.884,55.0083,-1,-1,-1
000070.XSHE,2017/4/25,46.16,82.0722,4.52,1.88,37.45,2.4891,2.4214,1.0117,4.6924,16.8781,94.4212,5.4761,4.6924,2.3608,7.019,1.3708,99.5211,-1.8333,97.2787,75.1871,-31.8091,-570.1751,6.7513,-18.6808,6.7513,-18.6808,28.1967,-25.5991,30.5177,-38.4274,25.5408,-38.5179,-1,-1,-1
000070.XSHE,2017/8/15,35.9893,37.629,4.1864,1.5735,-950.3971,3.4442,3.1984,1.3653,5.2159,16.4359,94.5335,5.695,5.2159,2.8244,5.8212,1.2032,89.8651,0.2367,92.8649,83.7275,-2.4178,-44.2288,24.9806,26.0188,24.9806,26.0188,36.9449,31.0561,46.1625,40.0776,42.5769,41.6051,-1,-1,-1
000078.XSHE,2017/4/25,47.43,35.1435,3.29,1.28,98.21,3.654,3.5199,1.4348,6.5469,20.6074,91.5871,8.3769,6.5469,7.1552,3.5623,0.518,98.7034,-0.4222,96.3311,92.8342,-17.313,-205.7922,18.6774,-9.7512,18.6774,-9.7512,52.3306,48.3534,79.6504,50.1894,53.7297,49.3896,-1,-1,-1
000078.XSHE,2017/4/29,46.45,34.4183,3.22,1.25,96.18,1.6982,1.7034,0.7397,3.0138,12.2903,95.6498,4.3502,3.0138,3.4854,3.1538,0.8843,100.2375,,100.306,73.2899,-21.6667,-498.0648,33.9132,21.8676,33.9132,21.8676,155.1922,-36.7132,162.4899,-43.8996,133.53,-51.7964,-1,-1,-1
000088.XSHE,2017/4/20,41.46,31.7912,2.42,51.57,123.97,1.4152,1.3068,1.0844,110.8575,36.7044,68.0747,130.5538,110.8575,1.2449,21.4374,-25.0136,24.3041,75.084,92.3384,100.9615,89.2487,279.5547,23.3853,1.8605,23.3853,1.8605,46.0651,-19.1814,18.5867,-25.8353,27.6501,-26.2085,-1,1,1
000088.XSHE,2017/4/20,43.9,43.8962,2.67,53.91,136.83,1.344,1.3362,1.0568,110.9929,47.2227,74.7495,120.81,110.9929,0.3549,25.2464,-4.5936,20.7337,78.4657,99.4163,105.5368,31.4174,124.4231,27.2712,-1.4809,27.2712,-1.4809,5.5362,-8.8338,5.4647,-1.3605,6.2432,-3.1267,-1,1,1
000088.XSHE,2017/8/18,57.2577,58.019,3.4233,67.8856,98.4234,1.2275,1.1785,0.9687,105.2411,49.9772,73.6533,112.4603,105.2411,0.0813,25.1822,-3.3703,22.367,73.106,96.0047,106.8649,41.5351,157.6483,25.8257,-0.7239,25.8257,-0.7239,-9.9813,-7.5854,-10.596,-5.8686,-11.3218,-7.1408,-1,-1,-1
000089.XSHE,2017/3/31,27.26,31.4424,1.54,5.48,-29.72,1.4435,1.5497,1.2902,19.7531,26.8593,77.1662,25.4285,19.7531,1.6949,2.6172,-1.1659,90.3031,10.2618,107.3541,139.8072,38.9354,170.5169,11.0329,6.3498,11.0329,6.3498,-28.2131,7.1802,-14.7066,10.9681,-17.2081,5.536,-1,1,1
000089.XSHE,2017/4/29,32.16,32.16,1.69,5.96,-302.09,1.3398,1.3048,1.164,19.7293,27.644,75.9605,26.2415,19.7293,0.2115,2.8943,-1.5297,91.3851,8.3707,97.3894,81.3285,22.811,94.8894,2.1054,-8.7188,2.1054,-8.7188,8.7283,-5.8004,8.1777,-8.8286,7.9931,-5.8983,-1,-1,-1
000090.XSHE,2017/3/31,32.49,29.4618,1.92,1.9,5.16,3.6542,3.0955,1.2357,8.5328,21.7733,88.5392,11.0394,8.5328,0.88,1.9251,0.9444,97.8961,-3.6002,84.7122,97.6082,-17.1555,-149.6883,4.9874,128.9814,4.9874,128.9814,81.5305,275.0493,67.5196,411.0659,67.0574,411.9105,1,1,1
000090.XSHE,2017/4/25,24.76,24.7595,1.76,1.78,-17.31,3.9414,3.7857,1.2826,14.0858,39.9202,81.4931,18.7515,14.0858,0.8793,2.9664,2.6987,94.9356,1.2552,96.049,127.4024,-15.4303,-83.3763,48.4631,-31.658,48.4631,-31.658,389.6592,16.0863,504.3993,12.8176,500.7059,12.8902,1,1,1
000096.XSHE,2017/4/11,192.49,53.0679,3.8,9.13,464.68,8.6,8.5098,8.0707,78.3848,17.0978,92.3021,81.3045,78.3848,5.3828,6.3428,-3.0603,9.4689,90.5405,98.9515,113.3211,0.1657,2.153,16.0693,0.8252,16.0693,0.8252,423.2255,513.2524,399.828,675.4337,396.8977,721.908,-1,-1,-1
000096.XSHE,2017/4/27,29.51,29.5115,4.1,9.48,500.73,1.6268,1.5584,1.564,18.3234,18.2224,90.3295,20.556,18.3234,7.6353,4.0005,-3.7597,47.0645,52.9779,95.7949,120.7015,7.4007,76.5293,1.6434,-13.1046,1.6434,-13.1046,209.8565,-78.0305,327.7918,-79.6871,362.5359,-80.1053,-1,-1,-1
000096.XSHE,2017/8/15,24.5134,26.969,3.4844,8.6946,101.8751,2.5403,2.4458,2.4533,19.2575,12.9596,92.8017,20.5059,19.2575,4.0246,3.4453,-2.2116,33.6869,62.277,96.2817,106.5635,-3.2222,-44.763,43.8686,50.8377,43.8686,50.8377,-21.047,50.4701,-18.6379,58.5271,-19.9977,57.6261,-1,-1,-1
000099.XSHE,2017/3/21,70.24,41.8925,2.52,5.9,-617.54,0.3568,-1.1863,0.2209,3.1132,16.5624,114.7499,-14.0991,3.1132,,13.2302,17.2865,-478.817,21.1295,-332.449,135.6353,77.2339,-523.6217,-8.1532,15.4684,-8.1532,15.4684,-299.7777,-1391.6425,-59.8645,-68.9805,-59.9785,-70.4653,-1,-1,-1
000099.XSHE,2017/4/25,83.58,83.5794,2.53,6.13,-291.19,0.4909,0.4342,0.2439,4.4913,15.2712,94.466,5.534,4.4913,,6.3375,3.1949,80.8579,,88.4662,125.523,29.6136,535.1182,5.3893,-24.0134,5.3893,-24.0134,-42.0808,129.8256,-38.3999,9.6238,-23.1709,38.5458,-1,-1,-1
000100.XSHE,2017/4/28,19.69,15.7012,1.58,0.37,4.4,0.2659,-0.9464,0.0673,0.3381,18.6244,102.7886,-1.4011,0.3376,9.4934,10.1393,0.2456,-203.2941,101.1562,-355.9072,111.7612,9.3268,-333.9718,-5.6341,-1.8436,-5.5411,-1.942,-5592.8188,-147.1824,-84.3023,-92.2285,-87.258,-93.1339,-1,-1,-1
000100.XSHE,2017/4/28,21.13,16.7956,1.7,0.4,4.72,1.9296,0.6078,0.4522,2.6503,18.216,100.7629,0.9027,2.6447,8.5555,8.4421,1.4144,-20.9393,45.7167,31.4987,114.2608,9.2284,-1207.1118,8.4142,-11.7899,8.4232,-11.8499,235.5128,156.8346,89.1641,590.9274,71.8573,599.5058,-1,-1,-1
000100.XSHE,2017/8/2,23.4121,26.1483,1.8477,0.3858,5.0623,2.4771,2.0212,0.6559,3.6894,23.3511,94.8307,7.0196,3.6804,9.0897,6.571,1.6808,107.1684,38.3584,81.5936,98.778,4.2205,81.4453,7.5635,5.6883,7.4613,5.6539,1323.623,721.8418,128.6285,47.0791,69.7987,30.8618,-1,-1,-1
000150.XSHE,2017/4/14,13.59,267.836,5.27,11.15,20.53,-8.8191,-7.9981,-3.468,-53.1997,4.3251,122.8713,-24.6042,-53.1997,4.1062,11.9357,12.3192,91.6911,6.9476,90.691,172.9032,6.8122,-29.7852,15.2218,24.4921,15.2218,24.4921,-293.056,-350.7304,-528.4821,-730.0245,-538.7327,-770.6022,-1,-1,-1
000150.XSHE,2017/4/27,12.54,247.2733,4.86,10.29,18.95,1.9359,1.9436,0.5747,10.0739,33.1276,86.7389,13.3827,10.0739,4.3367,8.0624,8.3703,99.7188,0.914,100.398,68.9853,-83.4619,-629.3725,89.588,-5.1072,89.588,-5.1072,-94.8031,151.6139,-95.7671,117.9688,-95.0846,121.2685,-1,-1,-1
