code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
600826.XSHG,2017/8/19,38.672,9.0591,2.0408,2.954,-16.6669,0.5977,0.3312,0.5362,2.5475,6.0934,98.7165,3,2.5475,3.0984,2.003,-0.4191,42.5422,56.8934,55.4221,98.9558,0.2363,18.4108,44.2318,69.3325,44.2318,69.3325,-38.4842,-2.5865,-36.9476,5.8543,-42.6459,-4.5234,-1,-1,-1
600827.XSHG,2017/4/28,31.67,20.0874,1.58,0.55,-33.51,0.932,-0.1035,-0.0535,-0.2088,18.2688,100.9969,-0.8753,-0.2088,14.9799,3.3513,-0.5228,-383.19,46.7247,-11.1038,120.0459,5.2832,-529.9592,-5.5333,11.5663,-5.5333,11.5663,-488.394,-1147.5508,84.3783,62.441,122.0475,182.2268,-1,-1,-1
600827.XSHG,2017/4/28,35.06,22.6053,1.75,0.6,-37.09,2.1634,2.0957,1.0277,3.4824,20.6545,95.8736,4.4766,3.4824,12.334,3.8616,-0.4046,87.3913,7.4176,96.8711,121.0707,2.4548,59.4902,-5.4262,15.5622,-5.4262,15.5622,-5.5646,690.9991,-9.6489,2027.7488,-11.2417,134.0771,-1,-1,-1
600828.XSHG,2017/3/22,290.05,190.6329,3.78,4.08,-43.94,2.8345,2.9487,0.7062,3.3868,23.2214,94.0291,6.0773,3.3868,6.7983,6.6653,2.8376,99.665,1.775,104.0285,107.8151,17.0313,285.236,85.956,40.5834,85.956,40.5834,-9.4518,8.0614,-30.4091,-7.5877,-31.8904,-9.3535,1,1,1
600828.XSHG,2017/4/25,29.58,29.5764,4.3,1.78,-35.77,4.9504,4.9238,1.3586,6.8201,25.8755,90.5454,9.5654,6.8201,9.8327,2.2024,2.8471,98.4024,1.1537,99.4616,113.8038,1.9318,20.4322,75.526,-5.6521,75.526,-5.6521,25.2827,48.5,21.4471,89.9916,12.9585,80.629,1,1,1
600829.XSHG,2017/2/25,45.43,63.7845,5.49,1.02,-339.99,1.8649,2.0885,0.668,1.2672,10.2153,98.38,1.62,1.2672,-2.3632,9.2548,0.0281,88.0049,,111.9887,86.1781,8.0417,496.3887,13.2377,15.178,13.2377,15.178,9.6496,-56.6396,1953.9584,-55.5532,1953.9584,-55.5532,-1,-1,-1
600829.XSHG,2017/4/13,37.25,37.2455,5.07,0.93,1701.42,4.3009,4.207,1.4,3.1791,10.639,95.7724,4.2276,3.1791,3.0386,3.3847,0.083,97.8579,,97.8168,97.2523,4.2016,99.3851,-9.8118,-13.5279,-9.8118,-13.5279,3.5395,125.6519,3.5068,116.9307,3.5068,116.9307,-1,-1,-1
600829.XSHG,2017/7/29,31.5585,31.8731,6.3106,0.8151,72.2632,5.0015,4.9271,1.6395,3.7944,11.888,95.097,4.903,3.7944,3.1426,3.2799,0.2395,98.4888,,98.513,99.3065,3.6183,73.797,-12.9999,-7.3536,-12.9999,-7.3536,18.6707,7.4489,18.3185,10.578,18.3185,10.578,-1,-1,-1
600830.XSHG,2017/3/4,33.93,36.3888,2.61,2.55,66.03,1.3708,0.8519,0.9314,6.6121,17.4965,92.636,7.8016,6.1919,1.5855,7.0528,0.6267,90.1637,5.3575,62.1483,96.7559,-36.8192,-468.2172,14.5937,-36.5001,12.6064,-38.9705,-61.3069,21.2407,-59.5744,12.1613,-61.9116,3.4348,-1,-1,-1
600830.XSHG,2017/4/29,47.14,47.1403,2.53,2.43,73.21,0.7903,0.5089,0.5192,6.0214,14.6084,93.2704,6.3603,5.5692,2.0878,7.9266,2.4298,89.5823,-4.9152,64.3866,139.6556,-82.1245,-1128.7036,4.7788,-40.9615,4.4813,-41.6899,-13.109,-51.868,-5.0092,-46.8994,-2.6924,-41.719,-1,-1,-1
600831.XSHG,2017/4/21,50.41,59.3033,2.82,3.23,16.58,0.3711,0.145,0.2143,1.7487,28.2906,99.9023,0.7762,1.7487,9.5816,15.6815,1.6721,6.1301,42.5846,39.0805,115.8736,32.7817,33561.3633,26.4078,54.7687,26.4078,54.7687,-75.9738,-7.9793,-56.9508,102.1951,-68.553,-6.4278,-1,-1,-1
600831.XSHG,2017/4/28,48.62,56.8966,2.72,3.12,16,1.2928,1.2494,0.5274,5.9654,33.9628,94.3884,5.8014,5.9654,10.5315,15.3467,2.1568,93.2921,3.1567,96.6437,98.0614,32.1416,572.7756,5.0739,-27.6642,5.0739,-27.6642,-28.2462,440.6377,-25.3119,146.7681,-27.0707,251.2928,-1,-1,-1
600833.XSHG,2017/3/31,87.23,111.3576,6.04,2.91,132.72,0.6118,0.586,0.3798,1.2207,15.8511,98.2601,1.7572,1.2207,8.6838,5.1213,-0.0438,95.5874,0.9526,95.782,115.8323,-3.92,-225.3055,3.8335,3.6842,3.8335,3.6842,-46.9257,-67.8383,-48.8172,-74.5286,-48.8172,-74.5286,-1,-1,-1
600833.XSHG,2017/4/29,101.57,101.5743,6.41,3.08,167.09,1.8659,1.8533,1.1503,3.232,15.0193,95.779,4.221,3.232,6.5726,4.4465,-0.5122,99.3575,,99.3292,111.3744,5.1491,121.9873,0.8607,19.0508,0.8607,19.0508,7.8618,185.9742,5.9955,215.1976,5.9955,215.1976,-1,-1,-1
600834.XSHG,2017/3/25,85.49,102.4466,4.92,9.18,-1045.9,-0.6524,-0.6676,-0.3841,-4.9214,-10.8863,117.8696,-10.5842,-4.9214,0.8211,2.4969,3.0994,244.7598,-99.7883,102.3334,103.2216,12.3217,-68.9535,-8.0628,-3.0795,-8.0628,-3.0795,-271.0755,-195.0403,-143.3855,-135.8174,-143.3855,-135.8174,-1,-1,-1
600834.XSHG,2017/4/29,135.56,135.562,4.91,9.32,200.39,1.7045,1.7044,1.0368,13.8129,14.7775,92.2865,15.4497,13.8129,0.7763,1.2905,4.5738,41.8439,41.9676,99.9942,98.6694,-14.0598,-182.2761,-0.7324,-6.3427,-0.7324,-6.3427,113.2551,236.712,31.7096,362.8711,31.7096,362.8711,-1,-1,-1
600835.XSHG,2017/3/17,14.8,10.882,2.24,1.07,15.14,3.3694,1.6991,1.7978,11.9915,23.7261,91.2586,11.6923,11.9915,4.1153,8.368,-1.02,61.2469,20.6753,50.4281,119.5058,1.4815,16.9481,3.9157,-4.5892,3.9157,-4.5892,111.9974,-29.6848,17.8267,-17.087,42.0729,-23.5569,-1,-1,-1
600835.XSHG,2017/4/21,15.27,15.266,2.4,1.17,15.3,2.5592,2.4994,1.2139,10.3232,21.5563,89.978,11.7771,10.3232,5.6317,6.4915,-1.2549,84.7354,14.8393,97.6641,137.0572,-7.306,-72.8993,0.5082,-19.6088,0.5082,-19.6088,5.5049,-19.0255,5.388,-30.7932,8.9517,-21.9575,-1,-1,-1
600836.XSHG,2017/3/25,377.89,314.0689,6.63,3.15,-37.62,-1.3874,-1.911,-0.4199,-2.6921,18.7037,102.3531,-2.3491,-2.6921,4.5929,7.9483,2.0147,207.4079,-0.359,137.741,149.0221,51.0732,-2170.4243,-16.5947,42.6855,-16.5947,42.6855,-151.9604,-445.4735,-208.9894,-211.3585,-184.2526,-448.126,-1,-1,-1
600836.XSHG,2017/4/28,-566.6,-566.6037,7.24,3.59,-218.01,-0.6203,-0.8804,-0.1539,-2.0602,15.808,103.0339,-2.9995,-2.0602,5.3383,9.8039,2.75,167.7539,-1.9071,141.9378,222.5601,20.7154,-682.7882,-47.5353,-50.8409,-47.5353,-50.8409,-334.7216,37.2302,-251.9396,62.3789,-342.1857,55.7413,-1,-1,-1
600836.XSHG,2017/8/19,-244.3606,-411.5269,5.2883,3.0109,53.6589,-0.874,-1.0136,-0.2205,-3.1634,16.5172,104.5167,-3.1312,-3.1634,5.8956,11.1005,3.1207,153.8744,-4.9705,115.9799,166.0059,3.7778,-83.6407,-33.3599,-6.3708,-33.3599,-6.3708,-239.8389,2.2587,-760.0193,-43.7673,-823.1887,-39.8572,-1,-1,-1
600837.XSHG,2017/3/30,15.82,11.4372,1.63,5.68,-1.67,1.5382,1.4867,0.3583,23.638,,68.3293,31.6707,23.638,,33.5134,,23.8823,73.1763,96.6519,,99.5685,1277.6794,-26.9122,6.6006,-26.9122,6.6006,-57.5899,-10.6927,-62.2653,-16.3007,-64.8313,-20.0551,-1,-1,-1
600837.XSHG,2017/4/28,20.88,20.8775,1.52,5.99,-3.58,2.0121,1.7391,0.4627,40.2103,,55.4135,44.5865,40.2103,,35.21,,29.1828,58.5139,86.4286,,-350.4332,-2361.8809,23.1045,-21.6255,23.1045,-21.6255,22.6661,10.3369,33.2193,33.3217,27.7046,33.4283,-1,-1,-1
600838.XSHG,2017/4/28,40.82,79.261,6.01,95.99,55.1,1.7377,2.0258,1.4736,59.9846,36.627,113.2125,69.9291,59.9846,15.8573,28.612,0.4094,-19.4804,122.5832,116.5783,148.439,16.9915,-128.602,58.2584,137.7801,58.2584,137.7801,44.7396,30.5966,12.2744,12.2043,12.2744,12.2043,-1,-1,-1
600838.XSHG,2017/4/28,34.32,67.1438,5.05,80.7,46.32,1.7723,1.7747,1.5272,92.3595,49.877,123.3855,92.4825,92.3595,21.9957,51.1024,-1.0004,-25.32,125.4528,100.1328,97.1931,-35.6349,152.3801,15.5842,-33.1464,15.5842,-33.1464,23.8277,-11.5849,23.7352,2.9358,23.7352,2.9358,-1,-1,-1
600839.XSHG,2017/4/28,-20.17,-9.7658,1.53,0.29,7.3,0.2618,0.6367,0.3239,1.0198,12.7958,100.1431,0.9901,1.0198,7.0906,4.5033,0.1581,-10.749,85.1124,243.173,108.3248,12.7285,-8893.9072,-1.127,18.7775,-1.127,18.7775,119.0992,-13.0148,111.9944,-6.596,102.2331,-44.8399,-1,-1,-1
600839.XSHG,2017/4/28,-20.36,-9.8826,1.55,0.29,7.37,0.2605,0.1623,0.2729,1.007,13.4942,98.7309,1.1032,1.007,7.3076,4.1136,-0.3891,87.3579,-11.4175,62.3094,100.8956,-10.6494,-839.1572,7.9261,-10.9612,7.9261,-10.9612,-46.5125,-0.7898,-50.5494,-12.0797,-84.7498,-0.1183,-1,-1,-1
600839.XSHG,2017/8/18,44.9788,30.1212,1.3154,0.2443,9.6118,0.952,-0.6207,0.4345,1.5264,13.899,98.8126,1.84,1.5264,8.3734,3.2336,0.0023,58.6113,21.0506,-65.2017,97.7123,3.9119,329.4567,4.4171,9.047,4.4171,9.047,-22.3973,81.8802,-35.0892,65.2874,-50.5259,268.5943,-1,-1,-1
600841.XSHG,2017/3/24,151.1,147.2572,3.98,5.78,96.52,0.8596,0.5147,0.5404,4.8317,15.6275,102.2826,2.2209,4.8317,9.9581,10.7594,-3.5161,-63.3132,124.9148,59.8755,136.156,16.1324,-706.7521,26.7074,5.5721,26.7074,5.5721,-17.0986,114.5521,26.3545,121.3856,22.5795,112.115,-1,1,1
600841.XSHG,2017/4/28,123.99,123.9928,3.44,4.77,-58.44,0.8395,0.7606,0.509,3.7298,14.2445,101.8395,2.9144,3.7298,6.1285,10.3655,-0.5696,-56.7254,146.5984,90.6021,73.411,-11.2979,614.1848,26.8052,24.8496,26.8052,24.8496,-8.3937,63.835,18.3028,-3.6247,17.3426,-1.5093,1,1,1
600843.XSHG,2017/4/6,66.15,65.5866,5.5,3.95,-70.02,-0.6784,-1.5924,-0.4189,-2.0683,17.9461,105.6451,-5.0074,-2.0683,8.7675,11.1271,0.4991,513.1461,-57.9642,234.7295,104.1379,13.8612,-245.5439,10.7346,3.9637,10.7346,3.9637,-325.478,-143.6788,-364.541,-123.748,-490.9874,-123.2666,-1,-1,-1
600843.XSHG,2017/4/29,53.18,54.2606,4.42,3.17,-56.29,3.0992,2.534,1.8473,8.9257,29.0429,90.5256,10.585,8.9257,8.7611,9.8877,0.3079,78.639,9.2184,81.7627,100.8429,-5.656,-59.6975,14.4495,1.6841,14.4495,1.6841,16.038,314.9457,38.6973,538.8236,43.0805,562.3047,1,1,1
600844.XSHG,2017/4/29,-59.48,-259.8674,4.21,10.68,14.34,-3.1123,-3.1722,-2.0646,-37.4889,0.1394,150.6364,-51.8082,-37.4889,13.6149,21.6935,4.7499,99.449,2.3014,101.9258,117.0365,-115.6706,228.4337,-18.0885,8.5442,-18.0885,8.5442,-32.7119,-63.2977,-28.0519,-30.9619,-96.3547,-63.4769,1,1,1
600844.XSHG,2017/4/29,-58.36,-257.8786,4.13,10.48,14.07,2.3173,2.0113,1.7048,18.4742,39.4497,84.9091,15.0909,18.4742,6.1725,15.8004,2.193,84.2016,,86.7972,115.636,40.7728,270.1805,96.9915,60.4524,96.9915,60.4524,172.032,146.7374,190.6064,179.0693,224.9301,174.1908,1,1,1
600845.XSHG,2017/3/7,41.22,44.2295,3.46,3.75,13.24,1.9284,1.2568,1.5165,7.3033,27.1283,94.3068,5.9588,7.3033,3.0883,15.9485,-0.5313,72.4955,3.3813,65.1732,101.7577,14.5052,254.7784,16.685,65.5922,16.685,65.5922,-4.2973,31.797,1.7985,51.7036,-7.067,25.0837,-1,-1,-1
600845.XSHG,2017/4/20,41.47,41.4657,3.35,3.51,201.93,2.0005,1.9026,1.2846,9.1957,27.0133,89.59,10.4048,9.1957,3.2158,13.2701,-0.4023,94.7533,-0.0472,95.1042,122.6959,32.9904,316.9113,11.432,-32.2739,11.432,-32.2739,32.0794,18.2583,13.0175,-14.7248,8.4497,4.4487,-1,-1,-1
600846.XSHG,2017/4/15,32.09,35.906,3.16,1.71,26.4,5.0427,4.335,1.514,17.2007,21.4456,88.6261,16.3792,17.2007,1.2613,4.8538,-0.3308,57.5796,25.3388,85.9655,119.5644,40.5348,356.3839,-19.6336,0.2466,-19.6336,0.2466,-7.3796,9.4721,9.4598,70.1476,3.6392,118.881,-1,-1,-1
600846.XSHG,2017/4/29,30.34,33.7618,2.99,1.61,24.96,1.5799,1.4513,0.4316,5.1191,14.6759,95.1611,6.8392,5.1191,1.9214,5.3768,0.4568,63.4149,26.214,91.8566,130.8203,-28.0021,-578.683,-20.1537,-2.0316,-20.1537,-2.0316,10.036,-59.0927,2.1636,-70.8438,16.6394,-67.5664,-1,1,1
600846.XSHG,2017/8/12,27.4498,28.1054,2.6307,1.7234,-133.8082,1.2187,1.4072,0.2979,3.7296,13.5347,97.4704,6.0344,3.7296,2.4664,4.3432,0.6967,51.9508,53.8342,115.4652,76.3143,-12.9447,-511.7281,29.0874,0.1513,29.0874,0.1513,-27.5988,-11.6342,-35.5761,-27.0337,23.2456,-23.1706,-1,-1,-1
600847.XSHG,2017/4/29,-129.25,-205.0276,5.7,16.29,-492.55,-5.9943,-6.1847,-5.3127,-24.0853,-7.1015,121.9,-24.3248,-24.0853,4.313,3.962,0.1343,90.9266,10.0677,103.1766,109.7012,7.2748,-33.2184,154.4052,97.5101,154.4052,97.5101,-88.4556,-864.218,-38.1089,-867.1191,-38.5215,-854.7638,-1,-1,-1
600847.XSHG,2017/4/29,-96.71,-152.4168,4.26,12.19,-368.52,-0.1651,-0.4022,-0.1418,-1.5143,12.0813,103.8186,-1.5424,-1.5143,5.1539,5.2021,-0.2036,252.1743,-150.3173,243.5486,71.7555,-66.5627,1743.1147,101.0275,-59.9137,101.0275,-59.9137,63.2026,97.4582,62.7947,97.4797,60.3148,97.3262,-1,-1,-1
600848.XSHG,2017/4/12,62.95,72.3676,5.41,17.84,1783.9399,6.2712,3.2691,2.7708,21.0208,48.7174,75.2995,27.6166,21.0208,1.701,5.8095,4.7773,87.8982,10.377,52.128,112.4768,-8.8425,-35.7989,9.1532,276.1748,9.1532,276.1748,8.8757,179.6603,9.3743,190.714,11.1934,171.2452,-1,1,1
600848.XSHG,2017/4/28,78.12,92.0806,6.71,22.14,2213.8301,1.0388,0.9104,0.5504,18.2035,44.0874,77.79,23.1381,18.2035,1.8475,6.5476,7.1123,91.9546,3.8425,87.6404,209.9118,-29.7401,-133.904,157.2668,-70.6596,157.2668,-70.6596,3633.4946,-75.4177,3597.196,-74.592,1717.3256,-77.4173,-1,1,1
600850.XSHG,2017/4/25,30.12,33.0294,5.77,1.61,48.41,3.6318,3.2474,1.4837,3.5002,16.4126,96.1671,3.7636,3.5002,3.5902,6.8674,0.1032,92.8452,-1.6785,89.4156,117.8829,17.0849,445.7461,-9.9774,66.7922,-9.9774,66.7922,-42.9138,-15.1837,-48.0775,-9.8103,-48.2477,-16.9067,-1,-1,-1
600850.XSHG,2017/4/25,35.55,35.5516,5.58,1.62,46.86,3.9779,3.9783,1.5009,5.7018,18.1083,93.1142,6.7898,5.7018,3.1064,7.1494,0.1132,100.7516,-1.4051,100.0113,132.8145,-26.6447,-386.9499,11.3795,-38.3188,11.3795,-38.3188,19.3829,11.2778,21.1568,0.4767,21.6457,15.4109,-1,-1,-1
600851.XSHG,2017/4/25,83.56,99.1376,3.69,15.8,373.34,-1.651,-1.72,-2.0756,-41.3025,22.8621,155.3068,-38.8487,-41.3025,15.7723,14.9205,-1.2267,141.6538,-42.1531,104.1785,86.2309,16.7285,-30.2466,3.8923,-3.4436,3.8923,-3.4436,-6357.5352,-309.7003,-502.8258,-365.0069,-333.6254,-277.3785,-1,-1,-1
600851.XSHG,2017/4/29,72.85,87.6367,3.22,13.78,325.49,0.2477,0.2576,0.069,2.0032,26.2241,113.3128,1.4623,2.0032,11.7695,26.1582,0.1063,-595.9716,661.4322,104.0224,141.0407,-25.1273,188.7449,-7.5024,-33.5284,-7.5024,-33.5284,-42.1334,102.502,-13.5878,103.224,7.4951,114.6273,-1,-1,-1
600853.XSHG,2017/4/11,158.49,186.8006,4.64,0.48,6.51,1.7365,1.6066,0.1372,0.5247,5.9956,99.9432,0.0568,0.5247,0.3204,3.165,1.2011,8.7378,,92.5156,103.457,-8.5377,-15036.8662,-18.7848,-9.1968,-18.7848,-9.1968,474.6267,-92.2119,-1.6608,33.813,2.8669,49.9354,-1,-1,-1
600853.XSHG,2017/4/29,163.49,194.0785,4.78,0.5,6.72,-0.7523,-0.7601,-0.1177,-1.5329,11.2058,100.7273,-0.7273,-1.5329,0.6329,6.7178,3.3369,98.6816,,101.0363,153.0728,-77.2693,10624.3447,-1.4863,-70.7481,-1.4863,-70.7481,30.3436,-474.6928,7.8143,-185.4579,48.1135,-143.6001,1,1,1
600854.XSHG,2017/4/29,68.17,343.481,1.96,17.14,71.2,-1.2584,-2.5817,-1.5686,-103.246,-33.7089,312.1606,-200.5398,-103.246,61.5308,45.1028,4.9556,206.079,-11.2877,205.1558,-286.9635,-95.4045,44.968,-51.3911,-20.3327,-51.3911,-20.3327,-135.0661,-88.3477,-219.589,-78.9066,-224.6078,-45.1801,-1,-1,-1
600854.XSHG,2017/4/29,75.56,379.6858,2.17,19,78.92,-0.3968,-0.4154,-0.3975,-19.4103,36.7933,117.5862,-16.8032,-19.4103,14.8361,29.7409,2.5658,101.0283,-4.4978,104.6818,439.4079,294.0604,-1672.1111,23.2362,38.2805,23.2362,38.2805,-113.9796,88.4135,-116.2917,74.0032,-112.1045,68.729,-1,-1,-1
600855.XSHG,2017/3/28,292.82,327.3244,11.29,8.98,-213.88,5.6895,3.2444,2.8131,10.1634,23.0669,93.1335,10.7887,10.1634,3.337,11.1755,0.4078,58.7806,33.5756,57.025,139.6791,69.1129,1006.5212,15.9704,128.2395,15.9704,128.2395,77.1327,3630.0735,89.2073,5049.1406,103.3107,2248.1995,-1,-1,-1
600855.XSHG,2017/4/28,165.91,165.9096,10.86,8.45,103.08,-1.6381,-1.9097,-0.7997,-9.2158,23.6629,110.7551,-10.7551,-9.2158,6.2162,28.6387,-0.5982,131.074,,116.5786,129.2551,-155.1744,1442.798,-14.1944,-69.6809,-14.1944,-69.6809,-307.0449,-130.2248,-1161.1765,-127.4921,-259.5352,-129.1113,-1,-1,-1
600856.XSHG,2017/4/22,32.19,55.09,7.02,5.49,135.73,4.6041,5.7394,1.2717,10.5372,35.3815,84.5744,12.008,10.5372,1.4797,8.6936,5.048,145.1143,-32.1506,124.658,101.1915,28.4128,184.1927,114.8391,32.1654,114.8391,32.1654,21.3155,12.8598,0.8258,50.1986,-31.8052,8.5826,-1,-1,-1
600856.XSHG,2017/4/28,25.86,43.9922,5.64,4.41,109.02,5.815,5.4594,1.7428,13.6649,21.8396,85.7204,14.4727,13.6649,1.6094,2.6607,1.2043,95.2703,1.2879,93.8837,84.0817,-0.4609,-3.228,269.8347,9.7429,269.8347,9.7429,278.0159,32.268,311.2252,42.3179,187.365,32.7038,-1,-1,-1
600857.XSHG,2017/3/28,116.55,104.2668,7.15,5.05,133.05,1.5228,0.2546,1.1925,3.5341,10.8845,99.1658,4.8258,3.5341,3.3988,5.5566,0.1381,17.223,82.4166,16.7161,114.9141,12.5357,1502.7924,6.1478,52.8606,6.1478,52.8606,79.032,59.6835,68.8742,44.2002,68.8742,44.2002,-1,-1,-1
600857.XSHG,2017/4/25,83.34,83.3432,5.57,3.91,87.52,1.5973,1.5967,1.2643,3.9491,14.0565,94.8831,5.1183,3.9491,3.4426,4.3436,0.2186,99.9729,0.0282,99.9648,114.7442,-20.0043,-390.9457,-2.4429,-4.815,-2.4429,-4.815,-20.2798,0.9547,-20.7889,6.3624,-20.7889,6.3624,-1,-1,-1
600857.XSHG,2017/8/8,68.5736,64.2361,4.3133,3.0349,-40.3456,1.6717,1.3811,1.36,5.3199,13.1051,97.1361,6.0631,5.3199,4.8918,3.9985,0.1797,46.7085,52.1755,82.6157,114.4855,5.5771,194.7342,7.0128,-21.8501,7.0128,-21.8501,-14.3094,-7.4251,-18.6775,5.2766,-18.6775,5.2766,-1,-1,-1
600858.XSHG,2017/3/30,184.74,46.9328,1.64,0.37,22.33,-0.4681,-0.2919,-0.2369,-0.8836,19.5862,99.5748,0.3711,-0.8836,12.7619,2.1498,2.1239,146.6151,-18.6678,62.368,123.3684,1.5335,360.656,-7.355,9.2384,-7.355,9.2384,-45.7039,144.6944,-348.3744,7.4637,-46.6115,26.9342,-1,-1,-1
600858.XSHG,2017/4/26,220.27,220.2698,1.63,0.38,10.28,1.2449,1.0303,0.2387,0.7617,17.1235,98.5256,1.4406,0.7617,10.856,1.8366,1.7489,96.6954,-2.2182,82.7592,112.3198,3.1858,216.0742,-0.8041,15.7147,-0.8041,15.7147,-31.5787,349.2436,-28.4157,199.7584,-25.3134,366.9977,-1,-1,-1
600859.XSHG,2017/3/18,25.44,19.1114,1.23,0.74,9.04,1.3201,0.1522,0.7559,2.5908,20.1103,96.216,3.0092,2.5908,9.9742,4.5765,0.0194,91.3266,-18.6994,11.5325,110.0123,14.7773,390.5224,16.2021,26.274,16.2021,26.274,-36.8733,1.1861,125.5496,35.9611,134.524,37.5754,-1,-1,-1
600859.XSHG,2017/4/29,21.98,21.9844,1.22,0.71,5.81,1.8063,1.7283,1.0448,3.5348,20.8742,94.3711,5.2133,3.5348,10.6237,3.6916,0.0788,107.7925,-7.9583,95.6824,113.0992,-3.2117,-57.0578,10.9416,3.3222,10.9416,3.3222,2.9246,79.0014,-0.6113,40.9696,1.5167,39.5986,-1,-1,-1
600860.XSHG,2017/3/18,-22.69,-23.8396,7.93,5.25,77.9,-9.6247,-10.2648,-3.0736,-30.6313,38.2759,134.8337,-33.9384,-30.6313,12.5108,21.0556,1.948,113.2184,-2.9098,106.6516,49.1519,-25.036,71.8731,-20.4067,-13.0131,-20.4067,-13.0131,60.9551,-44.6881,67.4689,-38.0535,54.4649,-93.2045,-1,-1,-1
600860.XSHG,2017/4/29,-26.26,-26.2638,6.91,4.39,-53.39,-3.3914,-3.7242,-1.3975,-9.5595,6.5644,110.2456,-10.016,-9.5595,4.9922,8.704,1.7313,111.7142,-2.5036,109.8141,57.2881,-14.4918,141.4437,17.9033,43.7343,17.9033,43.7343,40.9933,57.5807,40.7921,55.143,37.8584,66.9785,-1,-1,-1
600860.XSHG,2017/8/12,-21.0839,-19.4567,5.2987,3.1108,-187.4464,-4.7238,-4.9004,-1.2014,-8.4751,16.7596,107.132,-8.3106,-8.4751,4.5158,9.0236,2.5396,88.2352,14.5808,103.738,98.7604,-8.7769,123.063,3.7801,-1.8751,3.7801,-1.8751,49.8222,18.5824,40.2071,13.0065,20.8314,-33.7046,-1,-1,-1
600861.XSHG,2017/4/8,43.76,45.4068,2.08,1.81,19.91,0.412,0.5496,0.1794,1.0767,33.3712,94.2054,6.5,1.0767,11.7131,7.1522,0.9333,110.2582,13.4222,133.3962,125.2804,45.5278,785.6999,-12.6876,34.6694,-12.6876,34.6694,-9.161,-9.9823,-74.3647,-79.8853,-69.8979,-74.8765,-1,-1,-1
600861.XSHG,2017/4/28,40.86,42.0357,1.94,1.69,18.59,1.3914,1.3711,0.6946,4.7606,29.8977,93.374,6.6579,4.7606,10.5901,6.8771,1.2423,98.0714,0.4715,98.544,105.356,21.2469,320.6575,-10.8344,-14.5753,-10.8344,-14.5753,-0.4016,-12.4996,10.0888,277.6875,16.5305,241.1763,-1,-1,-1
600862.XSHG,2017/3/15,108.74,117.9131,5.01,5.45,22.26,-0.1063,-1.323,-0.0545,-0.3774,15.3138,107.0976,-3.4989,-0.3774,1.1758,12.9718,0.207,-3351.6101,1699.3656,1244.1844,84.4831,43.8456,-617.7511,-15.0935,89.5331,-15.0935,89.5331,-142.106,-162.1333,-105.8152,-108.093,-104.5335,-106.3991,-1,-1,-1
600862.XSHG,2017/4/19,223.31,223.314,4.83,5.63,-404.78,1.906,1.6441,0.8172,9.3682,26.7168,88.669,11.499,9.3682,1.6973,9.0435,0.1903,88.9175,1.3181,86.2574,116.5892,7.6681,67.6733,163.8712,-39.7357,163.8712,-39.7357,785.0791,298.0553,675.4972,1595.8367,685.9653,1913.1979,-1,-1,-1
600863.XSHG,2017/4/26,56.97,25.5853,1.71,2.02,294.52,-2.0447,-1.9989,-0.7141,-12.5279,9.3045,106.6592,-12.0837,-12.5279,,0.5046,7.8658,52.4621,42.7354,97.7601,97.0732,11.9308,-179.1639,14.4916,-15.2009,14.4916,-15.2009,8.5152,-173.4977,-4.8441,-196.4313,7.6948,-223.3552,-1,-1,-1
600863.XSHG,2017/4/26,61.77,27.8281,1.85,2.19,319.3,-1.6257,-1.6082,-0.5788,-11.6356,1.1709,113.8118,-10.7675,-11.6356,,0.2988,10.5173,127.296,-28.0579,98.9253,79.6536,3.8408,-27.8083,17.1801,-13.4144,17.1801,-13.4144,-1053.0237,22.8458,-2134.0874,19.5814,-4537.3052,21.9779,-1,-1,-1
600864.XSHG,2017/4/22,-66.72,222.4068,1.75,70.68,-7.16,0.5493,1.3628,0.3133,20.4367,22.3722,106.4902,19.197,12.3906,-0.0905,40.5761,-0.0627,-37.3667,147.891,248.0732,204.6454,-1412.4246,13194.249,-25.5433,71.4317,-0.2609,323.7055,-18.8237,12.1861,-41.1747,-10.1833,-9.4637,-15.2154,-1,-1,-1
600864.XSHG,2017/4/22,-59.67,196.1153,1.57,63.21,-6.4,0.7795,0.7624,0.3557,26.1586,21.1509,93.2199,19.7179,15.2476,0.0065,28.0972,0.2231,33.873,64.6374,97.8014,39.7831,-497.771,-4279.4087,-1.8802,9.7145,5.1002,5.4802,8.7233,12.6916,-0.1856,35.0126,40.6033,42.6564,-1,-1,-1
